S1	S2	S5	S6	S7	S8	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20
446	561	458	810	570	317	535	480	450	461	803	802	248	377	1269	465
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	88	36	127	60	51	43	51	67	87	36	95	29	14	62	236
1686	1627	1393	3143	2330	1720	1959	1455	2730	2606	2243	2742	1614	2040	3853	1488
3891	4615	3602	7985	3178	2211	3724	2471	1803	1715	5514	5626	2038	2786	8422	3484
853	932	777	1781	1083	783	900	666	931	1082	1216	1348	841	1035	2340	822
1821	2076	1625	3540	2719	1901	1895	1599	2671	2528	2701	2592	2055	2464	4497	1603
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653	604	521	1248	830	599	542	458	486	556	631	736	383	450	1062	363
3	5	0	0	5	9	3	1	3	2	4	0	0	1	5	0
41	34	36	89	31	23	56	22	95	154	46	21	21	26	95	68
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	0	3	1	6	1	0	0	5	4	0	2	0	0	1	0
2468	2837	1993	4420	3332	2136	2793	2327	2303	2508	3610	3962	1939	3128	6765	2540
286	319	245	508	423	276	352	285	454	391	384	375	371	476	704	234
254	249	202	384	452	319	299	235	435	443	385	449	257	353	558	200
3872	3950	3231	6955	5140	3318	4332	3303	6382	6230	5503	5627	2491	3225	8845	3243
20	21	14	46	23	14	12	21	24	24	22	19	7	19	45	9
384	444	322	824	753	412	490	422	805	878	568	551	421	649	1157	400
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	12	4	19	4	2	9	2	24	24	28	18	1	1	36	10
466	459	405	899	686	494	559	475	857	749	750	796	601	677	1265	481
511	645	604	1166	742	494	715	538	687	794	753	738	315	542	1375	432
25	18	21	53	16	13	24	25	15	19	18	21	11	11	41	23
1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
1380	1487	1364	3090	2170	1216	1821	1390	1614	2033	2266	1903	1320	2285	3700	1208
100	105	81	152	156	116	98	74	154	137	132	165	55	92	217	54
948	1027	829	1703	1546	826	1083	754	1539	1640	1278	1357	931	1239	2087	815
27	51	21	64	29	20	51	29	49	63	63	37	16	6	123	31
68	55	58	177	205	131	98	77	127	128	108	120	24	41	182	34
1740	1808	1832	4747	3595	1979	2333	1845	1796	2228	2260	2037	361	616	3242	991
1771	1881	1694	3419	5623	3060	2127	1533	3458	3891	2476	2447	1941	2700	4493	1729
1021	1053	925	2038	1744	1138	1284	867	1635	1788	1548	1473	1456	1893	2940	1061
48	31	32	83	20	20	55	40	61	39	51	43	18	30	79	19
296	281	232	501	501	306	407	264	377	347	391	367	180	312	737	228
0	1	0	3	1	1	0	0	0	2	0	0	0	1	3	0
2714	2881	2379	5346	5835	3836	3131	2263	4266	4254	4867	4935	4437	5424	6709	2726
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
712	760	662	1470	1574	907	742	682	1110	1160	989	870	533	896	1792	653
120	181	77	221	238	145	185	132	161	178	196	209	71	86	430	144
355	337	286	620	520	359	343	245	341	353	471	400	228	353	729	214
155	159	153	365	291	160	226	140	256	279	292	260	464	526	482	193
1767	1898	1377	3417	3200	2087	1774	1410	1585	1547	2221	2222	363	539	3751	1289
915	936	765	1642	1571	968	929	872	1166	1296	1105	1172	65	128	2254	779
5448	7094	5011	9528	7888	5074	6649	5419	9390	10533	7016	7102	9795	13713	11835	5053
0	3	7	2	0	3	7	1	3	4	3	0	1	10	2	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	8	6	14	23	4	9	3	13	20	2	19	3	1	32	1
455	544	412	855	736	498	569	408	883	910	534	593	1628	1921	999	405
44	58	45	112	71	52	53	46	76	75	73	81	68	88	114	61
77	73	83	122	128	80	60	61	58	66	119	83	40	70	167	66
594	612	556	1159	902	580	731	528	880	930	804	911	532	754	1423	540
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	1	0	0	0	8	0	4	0	0	0	0	1	0	1
1490	1446	1307	2973	2689	1644	1673	1377	1891	2092	2365	2250	1620	2082	3882	1432
1207	1298	1046	2339	1801	1238	1319	1055	2492	2708	1610	1622	1053	1420	2768	948
694	709	615	1383	935	687	803	672	986	1092	911	921	356	664	1830	657
192	182	191	335	174	149	194	195	222	181	262	248	161	271	524	188
437	379	359	784	517	336	429	347	487	460	566	514	244	400	965	335
367	406	372	836	692	429	415	306	516	521	592	602	288	429	1032	358
5425	4840	5772	12914	52436	32322	8425	6455	14331	15925	6834	7478	2113	3515	12774	3627
2235	2603	2122	4666	3694	2224	2465	2007	2853	3083	4176	3904	1801	2303	6189	2346
870	1002	789	1642	2087	1357	1015	763	1232	1199	1171	1145	432	690	1752	630
342	356	331	629	529	327	350	297	417	438	428	400	288	447	821	304
1549	1453	1290	3053	2449	1599	1873	1491	2958	3112	2161	1999	1643	2269	3550	1330
1411	1470	1233	2377	4893	3008	1880	1310	3424	3399	2047	1730	3489	4356	3191	1514
798	891	676	1378	1234	823	870	718	1204	1126	1173	1198	836	1068	1618	700
955	1034	905	1878	1946	1222	1094	1003	1986	1979	1537	1587	1773	1968	2676	1072
1	8	5	18	9	11	7	8	17	12	4	30	2	4	18	3
1067	1072	940	2035	1977	1123	1048	742	1517	1644	1378	1183	600	1117	2355	1024
1886	1955	1464	3243	2967	1923	2099	1727	2473	2761	2688	2812	1887	2391	4516	1854
1391	1725	1220	2482	2843	1881	1652	1214	2413	2432	2035	2052	1804	2257	3076	1172
7568	9038	6563	13299	9166	6221	7819	5898	9088	8959	12507	11815	10222	14141	18029	7634
239	244	181	362	620	425	355	245	547	506	173	118	109	128	568	291
0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	3
1817	1752	1424	3235	2335	1525	1692	1417	1967	2151	2520	2389	2933	3671	3718	1326
142	180	113	256	167	152	227	136	235	261	237	185	205	210	467	160
4	11	3	9	18	5	12	9	85	100	15	3	38	46	21	25
1673	2247	1649	3678	1976	1213	2085	1659	2473	2822	3255	2994	3369	3862	6704	2909
12	2	7	12	12	4	14	7	7	17	14	9	0	1	18	2
29	32	35	58	47	39	52	52	95	117	58	31	40	53	79	38
495	520	416	927	736	486	558	444	491	578	643	705	261	493	1020	384
7	6	3	7	15	6	15	4	13	8	6	14	3	4	12	6
12209	13280	10358	22349	8046	6034	12236	9466	8336	7176	14722	16161	4181	6033	24891	9297
680	635	501	1169	768	408	558	490	654	707	784	758	470	701	1446	550
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
756	819	662	1496	1651	991	1081	706	1261	1169	1153	1347	906	1024	2500	876
510	602	488	1068	773	549	512	388	738	780	761	805	355	464	1049	378
329	353	263	602	477	288	303	216	400	418	564	446	246	378	727	287
1098	1189	899	1999	1843	1154	1195	905	1725	1565	1480	1558	925	1186	2234	819
482	501	398	975	703	446	492	415	567	586	660	663	267	389	1030	350
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	258	261	518	1298	861	336	344	324	270	417	350	92	204	899	334
11222	11581	9172	19825	7373	5391	10730	8928	8155	7748	14694	14959	5343	9451	22077	8007
158	153	119	284	196	109	182	195	265	234	158	151	105	133	378	130
50	77	50	153	132	56	86	53	84	99	91	86	41	57	173	65
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	33	9	69	30	20	30	32	50	53	33	34	19	11	84	12
1365	1843	1188	2583	1328	893	2091	1401	1122	897	2331	2366	1421	1886	4872	1934
3400	3568	2663	5752	3204	2148	3283	2577	2989	3192	3769	3828	2031	3314	6560	2346
2875	3199	2503	5282	2425	1562	2509	1910	1528	1514	3583	3750	2738	3511	5913	2308
484	579	348	786	498	303	484	301	422	411	484	515	750	1129	743	267
785	942	707	1487	1360	903	829	677	1002	911	1126	1128	788	1095	1940	677
5082	5393	4262	9031	5570	3733	5301	4028	4278	3846	6459	6722	2321	3209	9906	3667
153	177	97	207	218	175	150	274	139	149	188	307	140	187	478	226
470	466	388	917	734	433	516	470	665	718	647	585	580	733	1258	485
455	512	418	961	792	476	504	363	561	577	701	597	202	387	1085	338
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	19	12	21	17	6	13	18	17	15	10	18	5	13	46	3
0	1	1	2	0	3	0	0	0	0	0	0	1	2	3	0
41	54	42	64	79	35	32	35	43	35	77	53	62	62	80	35
1408	1467	1200	2544	1647	1222	1532	1193	1644	1484	1697	1708	524	775	3210	1217
2317	2529	2007	4502	3677	2254	2364	2141	2958	3392	3199	2999	1776	2659	5922	2427
1801	1884	1647	3451	1951	1213	1774	1284	1613	1504	2597	2375	1416	1986	4605	1796
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	1	3	0	0	0	1	0	4	0
499	462	481	1059	874	591	621	510	909	1077	789	821	721	989	1341	486
497	480	435	848	576	386	578	454	591	466	649	740	173	242	1055	393
74	73	57	154	53	40	69	76	107	81	96	106	23	41	134	83
152	179	141	247	246	175	162	120	157	175	198	201	26	80	315	102
310	399	292	534	378	271	369	322	320	278	529	667	446	613	789	293
21	16	14	35	9	3	28	15	11	7	31	61	13	16	47	22
1922	2172	1722	3756	3312	2139	2169	1775	2922	2710	2808	2729	1669	2353	4846	1853
283	397	288	594	374	235	954	624	573	394	1025	1063	541	817	3143	1061
1586	1778	1379	2803	2195	1485	1721	1338	2263	2136	2023	2137	1534	1889	3445	1259
593	643	605	1349	1319	710	785	656	1206	1197	1023	933	540	830	1818	655
103	100	105	232	427	222	170	132	383	505	157	96	248	222	356	143
105	111	81	124	62	29	50	70	30	33	99	137	30	34	178	79
5301	6304	4667	9621	6922	4514	5838	4443	6439	6251	6031	5981	4102	5852	10252	3894
3589	3881	3198	6978	6754	4064	4243	3507	5830	6260	5225	5163	3323	4855	8498	3360
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6122	7193	5303	10985	9236	6416	6825	5010	8110	8182	8210	7541	5669	8192	11117	4511
574	613	409	879	870	519	578	516	560	578	600	749	592	868	1030	428
497	560	382	831	954	551	571	410	873	837	655	587	371	494	911	388
4312	4612	3638	7855	6218	4696	5237	3639	7411	6709	5769	6469	6977	8099	9906	3624
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2384	2337	1920	4370	2849	2000	2467	1944	3031	3188	3170	3194	2852	3660	5246	1956
1845	1818	1504	3222	1646	1024	1699	1384	1270	1369	2317	2170	1109	1677	4480	1669
968	978	842	1851	1967	1228	994	880	1526	1660	1415	1339	368	538	2269	859
138	169	175	307	223	155	187	164	316	247	233	191	76	104	341	140
54	60	68	100	122	81	61	55	91	76	71	92	37	43	136	40
3	2	2	0	0	0	0	0	33	72	1	0	0	5	1	0
205	240	141	362	204	169	229	149	284	314	239	234	192	246	389	141
3200	3584	3079	6601	4081	2815	3553	2677	4923	6226	6635	5483	8309	10645	8781	4092
3	1	0	4	0	0	4	0	3	3	0	1	0	0	2	0
1103	1176	921	1978	2032	1319	1159	923	1844	1815	1635	1718	1061	1434	2985	1139
774	769	665	1507	1279	834	816	676	1026	1160	1031	1018	788	1077	1710	612
1212	1276	1105	2402	1765	1160	1428	1048	1776	1850	1650	1729	1186	1562	2946	1043
82	83	55	128	101	36	69	76	122	179	86	82	340	518	189	90
660	754	561	1451	787	474	801	592	1210	1384	736	959	544	780	2319	801
916	1036	742	1565	918	554	893	787	971	922	1218	1142	913	1188	1806	752
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
854	1316	769	1484	1545	947	965	782	1571	1570	1394	1201	1499	1838	2325	906
1698	1796	1501	3441	2855	1808	1857	1554	2497	2594	2401	2284	1552	2042	3974	1393
793	1072	710	1437	996	662	954	737	753	758	1010	1103	199	294	1630	616
28	44	30	65	44	30	25	33	34	43	47	41	25	21	78	20
0	0	0	1	13	4	4	1	3	6	2	2	0	1	7	1
0	0	2	6	9	1	8	7	11	11	4	3	13	4	13	2
356	408	314	652	565	330	436	296	536	590	532	556	379	573	867	336
8191	9734	6961	13620	7724	5009	9017	7069	7010	6496	9934	10208	4599	6263	16133	6370
3	9	3	9	12	3	9	5	4	4	1	4	4	1	10	6
17	22	7	28	27	17	24	13	19	33	33	32	35	39	68	34
52	62	30	89	48	33	55	64	63	83	58	61	32	39	95	50
998	1062	815	1928	1787	1212	1153	771	1611	1594	1572	1517	1110	1391	2360	913
514	553	481	1045	1802	970	571	482	760	902	784	676	251	458	1285	442
916	1200	770	1432	1288	932	1065	1004	1131	1040	1112	1207	536	862	1666	754
258	317	224	494	1382	731	285	176	142	203	225	202	237	458	395	120
663	836	616	1214	1158	764	792	672	942	870	1087	1089	730	999	1562	620
397	429	408	766	760	463	449	422	369	439	518	499	177	239	898	311
738	820	694	1476	1133	709	839	719	1151	1232	1066	984	402	518	1659	687
399	357	330	721	546	327	377	314	559	544	553	433	419	585	810	280
1740	2144	1524	3432	3304	2147	1987	1606	2070	2119	2500	2722	1356	2073	3587	1361
1	3	0	0	0	1	0	2	3	0	4	0	1	0	6	0
322	395	255	542	523	374	328	261	458	452	470	479	708	866	738	269
803	754	580	1318	969	669	729	604	804	776	838	1046	420	525	1516	513
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
469	540	369	824	533	318	456	359	484	534	666	709	552	676	1133	393
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2491	2805	2021	4336	4613	2958	2366	2056	2327	2139	2705	2699	727	1506	5934	2089
1529	1490	1211	2977	1864	1298	1529	1320	1390	1588	1832	1984	392	604	3600	1241
28	58	19	64	13	16	34	47	53	39	48	52	31	25	72	36
7	9	6	12	29	18	27	17	14	32	9	12	12	33	23	22
2559	3151	2213	4089	2731	2082	2757	2434	2497	2514	3723	4452	1374	2199	5790	2322
2429	2513	2061	4881	7621	4718	2813	2031	3769	4132	3581	3197	1928	2758	5452	2126
268	319	266	356	700	428	288	288	376	375	329	365	227	330	608	295
20	15	2	19	7	13	7	3	1	7	21	13	4	8	8	2
1	0	1	0	6	2	1	3	1	0	0	0	1	1	1	1
170	205	172	345	207	143	232	196	165	139	223	277	112	169	400	136
324	213	289	568	489	274	343	250	298	363	389	422	199	292	828	253
20846	24743	17951	35788	31744	20826	22927	17807	30930	29475	29298	29915	23134	27552	47982	18974
1540	1608	1256	2758	2633	1677	1551	1188	1659	1650	2043	1953	1096	1791	3167	1236
566	693	580	1145	1161	783	750	510	934	908	863	753	410	594	1297	474
45	44	21	45	62	27	59	34	103	56	24	21	3	16	66	11
375	408	204	593	557	364	328	340	486	582	459	358	297	468	809	346
5177	5711	4598	9672	8820	5826	6217	4636	9462	8544	7137	7642	6483	7738	11602	4207
3	0	0	1	1	0	0	2	0	0	4	0	0	0	3	0
302	359	267	561	589	380	368	313	441	490	435	397	297	443	700	275
1425	1473	1340	2746	2275	1363	1551	1258	1758	2042	2026	1835	1368	1964	3634	1188
1599	1743	1455	3000	2547	1716	1946	1367	2554	2515	2408	2352	1647	2168	3607	1363
518	516	431	961	726	485	564	432	705	639	669	710	351	449	867	332
3069	4113	2732	5267	4151	2689	3458	2524	4547	4517	4440	4633	2375	3425	6765	2664
1957	1922	1602	3373	2570	1462	1918	1484	2287	2312	2320	2165	2390	3124	4272	1653
0	0	0	1	0	2	0	0	1	3	0	0	0	3	3	0
226	149	118	700	380	178	2511	1663	20502	22619	347	296	642	748	1427	571
1327	1461	1134	2506	2111	1383	1384	1244	1788	1981	2057	2119	1005	1524	3419	1339
177	241	170	304	318	201	178	167	186	145	191	136	157	237	342	172
2483	2848	2102	4550	2301	1637	2573	1781	1854	1719	2712	3050	1268	1985	4390	1673
7326	7525	6268	13682	13217	9111	8573	6237	14355	13514	11887	13135	11745	13005	18753	7126
1914	2424	1712	3183	2853	1819	2201	1690	2324	2037	2401	2522	1586	2165	3997	1570
1522	1542	1319	2993	2785	1487	1611	1255	1750	1834	1940	1785	1302	1934	3378	1267
8	2	3	9	8	10	8	8	8	5	8	10	8	6	10	4
1675	1700	1525	3177	2762	1770	1814	1309	2588	2632	2256	2195	1953	2451	3991	1434
1909	1868	1540	2852	4293	3029	1547	1409	1867	1783	1869	1860	870	1790	2572	946
2250	2741	2126	4492	2602	1959	2448	1851	2549	2533	3291	3315	1637	2635	6000	2118
690	825	623	1188	323	319	619	496	346	419	1342	1417	731	1041	1362	532
794	874	679	1535	1151	859	855	583	1135	1043	1094	1291	996	1225	1882	687
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	166	133	290	259	176	149	147	204	170	207	186	110	141	408	150
7	1	7	11	13	13	6	4	6	4	7	13	1	1	6	0
767	812	579	1377	950	699	739	645	1047	1211	998	1053	518	893	1702	610
2	0	0	2	1	0	0	0	0	2	2	7	5	9	0	0
182	228	196	424	358	240	227	196	353	435	282	312	173	245	545	218
34	39	29	85	144	65	86	47	85	94	85	83	274	276	115	39
7	19	8	30	20	11	14	18	38	21	12	26	14	11	35	9
789	809	659	1413	1311	846	950	718	1186	1221	1255	1195	1315	1498	2001	728
779	883	689	1424	2589	1617	931	855	1590	1686	1290	1101	1269	1864	1933	815
0	0	0	0	12	7	1	0	0	1	3	0	0	6	0	0
1159	1394	992	2117	2758	1820	1384	1181	1698	1778	1517	1500	1392	1882	2413	941
983	1178	885	1697	1492	942	1144	948	1355	1391	1210	1295	781	1202	2272	763
547	579	443	961	910	585	567	429	746	713	678	795	566	672	1081	392
2642	3076	2284	4587	3664	2426	2893	2165	3582	3470	3406	3289	5180	4922	5918	2187
18	35	20	29	24	14	51	44	139	156	64	43	33	48	56	22
3188	3762	2780	5474	8329	5329	3009	2367	2344	2529	4102	4042	2269	3023	6967	2859
4	4	4	12	14	15	3	2	16	14	8	18	1	3	16	4
1536	1648	1446	3192	2570	1611	1839	1471	2452	2480	2433	2344	1910	2436	4057	1547
2119	2441	1848	3640	3238	1942	2144	1754	2534	2318	2557	2472	2005	2709	4065	1495
485	573	505	1100	900	689	618	588	659	666	741	714	335	549	1306	492
1525	1611	1354	2638	2267	1455	1460	1367	1975	1809	2014	2253	3192	3256	3147	1236
5	2	3	1	8	4	4	2	0	6	7	6	4	1	3	9
9240	11697	7690	15485	11317	7401	9320	7026	6512	5496	12534	12721	4478	6474	17177	6981
116	218	95	250	150	120	186	147	153	157	140	157	40	81	325	110
0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0
515	669	438	894	657	478	532	416	609	556	598	574	591	753	970	373
648	725	647	1441	1075	755	879	728	1582	1612	1039	1026	346	546	1546	575
4876	5987	4016	8053	7004	4302	5351	3888	6848	6055	5961	5952	5996	7283	8123	3665
223	216	193	424	465	314	306	246	314	326	320	283	155	256	476	194
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	2906	1738	3420	3712	2424	2197	1890	2946	2828	2872	2814	1717	2349	4060	1691
1823	2108	1509	2939	1485	1127	1938	1402	1685	1418	2549	2620	776	1260	3217	1156
362	392	242	570	395	206	304	220	373	268	371	387	260	308	595	200
312	374	231	497	419	304	319	221	336	267	488	411	409	429	596	202
3844	3947	3286	7509	4234	2885	4228	3526	4413	4427	5205	5264	1128	1956	9369	3094
206	213	186	367	300	203	160	145	180	182	352	349	198	271	469	180
0	0	4	1	0	0	1	9	0	0	6	3	1	0	2	1
19575	21019	17298	31486	24872	16607	23186	20907	40696	42765	24856	22708	31904	35385	44437	20554
3272	3897	2753	5778	4837	3015	3873	2737	5030	4808	4580	4269	4893	6102	6938	2652
5167	5801	4570	10627	4540	2774	6137	5380	6636	8041	7799	7908	5693	8525	12498	5024
238	307	218	434	398	239	262	259	366	287	367	416	296	347	583	188
2	4	7	10	13	7	13	12	20	25	14	16	7	5	47	12
56	60	33	98	68	33	46	33	88	69	45	57	31	35	109	27
53	52	56	113	82	40	76	56	70	82	103	74	27	41	145	55
313	394	280	567	496	357	351	298	361	399	332	450	170	256	615	274
30	20	8	33	46	4	22	15	11	23	26	23	7	11	32	11
93	120	70	180	136	81	86	80	175	184	137	102	48	131	240	101
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436	510	400	844	687	452	583	452	737	751	651	549	595	946	1008	492
96	168	67	157	109	102	83	104	102	64	158	91	86	92	184	51
98	102	55	116	98	51	78	67	91	88	126	102	32	45	152	90
759	756	696	1473	1367	782	880	696	1211	1326	1219	1064	893	1371	1866	766
0	0	0	0	6	2	0	1	5	0	0	0	0	0	1	14
0	0	0	0	262	103	0	0	2	3	0	0	0	0	0	0
542	544	469	1222	837	471	607	549	722	805	814	752	330	458	1264	463
207645	230578	173077	358712	149376	105862	211031	170362	308138	324436	323305	323597	76824	113482	423948	164325
2252	2252	2161	4685	7391	4585	2904	2380	7328	7267	3059	3081	1729	2708	5042	1868
62	32	40	94	112	47	45	26	56	92	88	50	115	226	114	42
230	209	168	428	438	259	230	217	350	405	304	305	118	201	449	150
260	304	208	490	98	75	226	210	104	43	291	404	5	4	567	219
2698	2701	2307	4797	2218	1667	3081	2562	3442	3014	3493	4004	870	1499	5772	2115
1077	1148	957	2082	1349	923	1068	851	1044	1150	1318	1302	801	1261	2113	725
183586	212259	147691	303845	172862	109939	169622	148861	112143	101168	169247	208528	47266	56555	359633	135596
809	943	675	1321	1093	770	828	721	980	926	933	1050	679	911	1441	583
3	2	4	8	3	6	3	6	2	0	2	9	0	0	45	51
2174	2395	1995	4625	3658	2227	2150	1967	2811	3199	3299	2981	1904	2737	5898	2277
726	770	616	1141	461	287	663	558	345	329	1205	1389	247	429	1596	499
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	516	276	581	475	342	384	367	610	489	561	482	489	511	746	341
4859	5431	4172	8709	5475	3812	5134	3992	6392	5813	6496	6136	2360	3230	10008	3674
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1462	1421	1205	2989	1933	1495	1584	1223	1451	1426	2006	2121	743	1133	3804	1355
10	10	14	27	17	11	24	16	14	14	27	13	9	11	40	3
157	103	122	213	238	149	158	98	253	223	167	190	134	163	305	124
622	708	526	1283	1320	672	900	597	937	900	961	978	768	1023	2239	871
3	2	0	3	2	0	0	3	0	0	0	0	2	0	0	0
6798	7176	5868	13130	9877	6642	7896	5887	9569	9869	9118	9108	6563	9486	16531	5666
122	176	168	300	263	163	221	151	361	434	223	245	74	99	328	171
8	5	1	12	10	5	5	2	11	10	7	17	2	1	12	1
199	218	141	394	316	274	229	199	393	329	296	322	236	318	547	184
114	115	100	263	207	128	147	105	154	259	177	221	151	158	337	145
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1136	1262	944	2080	1563	1103	1185	996	1877	2027	1493	1509	731	1093	3104	1054
12	16	14	33	25	9	13	17	22	11	26	24	3	11	35	9
438	510	392	925	659	373	474	339	591	669	635	544	446	692	1071	381
826	934	665	1378	1157	759	827	737	961	996	1222	1069	921	1086	1735	750
362	394	344	706	268	242	421	367	552	472	417	399	299	470	825	278
12	11	4	17	7	12	11	15	7	15	14	51	6	10	35	6
15	52	18	74	5	10	38	28	7	1	39	63	4	6	65	21
555	618	534	1134	1410	944	671	553	813	887	966	847	366	660	1626	798
0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
153	200	147	322	311	180	186	172	407	324	232	238	313	409	355	198
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	381	321	642	578	341	406	399	1102	1213	476	436	305	472	800	253
7	1	2	4	3	6	13	2	5	11	6	4	2	6	20	0
4	8	4	7	10	6	3	8	5	7	4	5	12	4	11	2
264	318	216	492	422	260	263	224	294	283	340	282	498	607	745	421
1319	1598	1231	2349	2435	1578	1519	1300	2934	3021	1393	1367	3158	3818	2735	1107
1478	1768	1501	2493	1653	1119	1467	1108	1866	1643	1610	1648	1891	2637	2689	1015
429	478	393	763	630	400	514	407	1104	1093	686	572	450	597	1186	388
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
904	955	751	1486	1109	769	810	661	978	838	945	1060	752	1067	1589	674
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
15929	18184	13774	27811	34416	23898	16880	13348	23991	23028	20918	22285	11539	14638	32608	12629
1073	1284	982	2006	2009	1311	1194	961	1639	1493	1490	1429	1000	1241	2340	860
199	214	164	360	244	170	239	199	245	221	196	236	73	97	393	158
1739	2393	1565	3053	2585	1623	2124	1670	2313	2374	2305	2447	1883	2608	3870	1537
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8803	10345	7551	15312	10742	7290	9084	7522	8681	8094	10441	10659	5054	7139	15672	6066
4258	5051	4322	8809	7127	4245	7909	6293	8787	8134	6269	6420	4142	5280	16965	5836
207	188	169	377	303	240	278	250	366	359	328	321	212	286	618	215
1821	2062	1473	2981	2676	1495	2047	1739	2589	2552	2216	2101	1818	2323	3593	1697
1674	1567	1518	3240	4523	2755	1984	1602	3691	3859	3063	3142	3349	3966	3774	1416
3758	4152	3155	6797	5106	3543	3475	3217	4682	5257	5343	4840	2532	3848	8451	3330
435	534	413	897	882	622	524	445	741	731	676	720	574	698	1114	458
1381	1493	1260	2760	2334	1417	1837	1390	2600	2568	1884	1856	2863	3488	4095	1453
2173	2293	1842	3789	4120	2695	2272	1760	3301	3311	2949	2875	2041	2641	4724	1837
674	635	541	1192	906	585	613	510	865	952	951	875	538	779	1748	596
573	547	507	1281	878	576	738	464	904	996	987	1018	742	948	1569	556
408	491	413	814	812	441	521	460	893	1050	706	668	355	572	1126	435
387	410	335	780	652	439	444	333	498	545	524	546	236	510	805	298
3	9	1	10	19	9	6	9	26	28	11	12	2	3	29	6
576	698	530	1188	823	589	544	436	789	896	744	730	545	719	1493	498
94	122	70	165	228	173	129	93	170	237	96	106	77	119	225	81
106	112	82	192	112	101	134	96	147	160	187	199	38	50	306	82
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
1	9	4	2	5	1	6	1	1	2	0	7	4	4	8	1
1350	1403	1113	2806	2430	1680	1510	1278	2537	2725	2079	2025	1509	2092	3405	1315
1650	1732	1325	2908	2211	1627	1463	1116	1930	1815	1919	2064	723	1141	2670	863
16840	19346	15036	28870	20751	12930	17345	13795	17936	18636	19202	19436	14466	20108	31168	13057
19	18	9	23	32	4	23	8	32	19	27	20	7	16	37	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1868	2025	1720	3900	3212	2099	2178	1817	2699	2962	2813	2812	1347	1973	5085	1830
1410	1587	1389	3017	1984	1199	2002	1577	5431	6751	2050	2032	1499	1884	3853	1622
0	0	1	2	0	0	1	0	0	1	0	0	0	0	2	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
705	678	623	1408	862	625	772	560	833	883	987	920	694	932	1690	596
1922	2008	1635	3416	2460	1436	2126	1518	1949	1904	2416	2296	1926	2454	4060	1542
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518	486	438	1078	744	462	538	427	608	647	753	698	388	595	1275	464
82	115	77	227	158	97	106	62	199	201	130	189	19	33	312	42
357	427	346	1019	1030	745	595	407	743	710	990	939	1736	1890	1758	804
826	924	730	1657	1734	1057	951	864	1346	1569	1261	1213	800	1181	2092	750
361	405	346	821	893	486	436	405	749	696	516	546	410	551	885	367
